22,22
114,92
193,79
263,7
339,76
501,162
510,9
594,84
694,1
800,106
934,134
1036,102
1206,17
1216,1
1287,71
1336,49
1443,107
1503,6
1672,169
1842,17
1978,136
2111,133
2297,186
2353,56
2364,11
2390,26
2399,9
2582,183
2778,196
2865,87
2999,134
3108,109
3265,157
3304,39
3360,56
3486,126
3538,52
3539,1
3728,189
3893,165
4034,141
4156,122
4317,161
4471,154
4647,176
4672,25
4830,158
5158,328
5165,7
5328,163
5350,22
5417,67
5591,174
5647,56
5779,132
5869,9
5947,78
5950,3
6090,14
6106,16
6240,134
6354,114
6452,98
6602,15
6672,7
6827,155
6918,91
7025,107
7064,39
7128,64
7242,114
7361,119
7362,1
7376,14
7524,148
7660,136
7737,77
7844,107
8005,161
8116,111
8194,78
8395,201
8470,75
8534,64
8851,317
8965,114
9173,208
9324,151
9451,127
9614,163
9712,98
9965,253
9966,1
10129,163
10270,141
10295,25
10383,88
10483,1
10535,52
10725,19
10726,1
10819,93
10993,174
11089,96
11193,104
11275,82
11365,9
11528,163
11689,161
11723,34
11886,163
11918,32
11982,64
12066,84
12324,258
12467,143
12520,53
12686,166
12718,32
12907,189
13077,17
13087,1
13321,234
13426,105
13451,25
13592,141
13768,176
13857,89
14001,144
14146,145
14324,178
14535,211
14671,136
14702,31
14857,155
14934,77
15034,1
15191,157
15338,147
15507,169
15699,192
15900,201
16014,114
16217,203
16309,92
16383,74
16571,188
16729,158
16830,101
17013,183
17154,141
17282,128
17452,17
17589,137
17706,117
17708,2
17822,114
17946,124
18092,146
18187,95
18325,138
18476,151
18648,172
18827,179
19000,173
19100,1
19107,7
19200,93
19337,137
19448,111
19586,138
19674,88
19695,21
19808,113
19841,33
20010,169
20026,16
20187,161
20278,91
20387,109
20503,116
20555,52
20556,1
20707,151
20868,161
20994,126
21017,23
21214,197
21251,37
21272,21
21274,2
21517,243
21609,92
21724,115
21795,71
21880,85
22040,16
22098,58
22123,25
22222,99
22293,71
22363,7
22504,141
22643,139
22703,6
22830,127
22894,64
23051,157
23190,139
23278,88
23424,146
23425,1
23530,105
23917,387
23978,61
24032,54
24287,255
24387,1
24500,113
24560,6
24669,109
24747,78
24942,195
24989,47
25129,14
25248,119
25570,322
25664,94
25764,1
25906,142
25984,78
26078,94
26224,146
26271,47
26435,164
26458,23
26564,106
26660,96
26749,89
26823,74
26905,82
27086,181
27199,113
27388,189
27398,1
27570,172
27579,9
27680,101
27762,82
27883,121
27885,2
27985,1
28083,98
28227,144
28382,155
28587,205
28589,2
28796,207
28816,2
28941,125
29094,153
29146,52
29183,37
29330,147
29497,167
29734,237
29746,12
29833,87
29950,117
30136,186
30218,82
30237,19
30249,12
30394,145
30540,146
30548,8
30577,29
30604,27
30621,17
30622,1
30623,1
30646,23
30686,4
30689,3
30801,112
30916,115
30936,2
31039,103
31141,102
31247,106
31371,124
31525,154
31614,89
31622,8
31800,178
32112,312
32276,164
32392,116
32501,109
32684,183
32804,12
32903,99
33007,104
33109,102
33251,142
33423,172
33521,98
33547,26
33671,124
33769,98
33885,116
34001,116
34202,201
34305,103
34367,62
34457,9
34598,141
34642,44
34796,154
34919,123
35010,91
35011,1
35158,147
35358,2
35435,77
35533,98
35583,5
35664,81
35762,98
35921,159
36028,107
36088,6
36180,92
36181,1
36258,77
36372,114
36593,221
36727,134
36743,16
36772,29
36872,1
37150,278
37202,52
37388,186
37487,99
37616,129
37736,12
37843,107
38041,198
38056,15
38194,138
38195,1
38280,85
38383,103
38487,104
38714,227
38804,9
38889,85
38890,1
38955,65
39118,163
39320,202
39440,12
39555,115
39644,89
39721,77
39726,5
39796,7
39797,1
39929,132
40007,78
40161,154
40295,134
40373,78
40543,17
40556,13
40714,158
40801,87
40840,39
40947,107
41147,2
41256,109
41327,71
41471,144
41546,75
41622,76
42009,387
42128,119
42161,33
42162,1
42256,94
42352,96
42554,202
42659,105
42823,164
42930,107
43090,16
43299,209
43429,13
43513,84
43548,35
43704,156
43834,13
44034,2
44036,2
44115,79
44270,155
44326,56
44329,3
44626,297
44753,127
44858,105
44973,115
45004,31
45082,78
45188,106
45356,168
45359,3
45403,44
45527,124
45602,75
45714,112
45908,194
45933,25
46167,234
46348,181
46357,9
46479,122
46548,69
46628,8
46728,1
46826,98
46974,148
47055,81
47128,73
47190,62
47288,98
47348,6
47462,114
47551,89
47697,146
47791,94
47963,172
48046,83
48230,184
48345,115
48356,11
48429,73
48487,58
48534,47
48650,116
48677,27
48905,228
48937,32
49010,73
49258,248
49390,132
49464,74
49564,1
49728,164
49835,107
49935,1
50044,109
50045,1
50301,256
50418,117
50580,162
50659,79
50788,129
50999,211
51071,72
51177,106
51288,111
51319,31
51437,118
51499,62
51594,95
51785,191
51793,8
51917,124
52047,13
52343,296
52425,82
52453,28
52543,9
52729,186
52919,19
52930,11
53112,182
53197,85
53387,19
53389,2
53552,163
53931,379
54047,116
54205,158
54371,166
54553,182
54588,35
54800,212
55004,204
55155,151
55271,116
55283,12
55369,86
55533,164
55650,117
55814,164
55883,69
55901,18
55942,41
56137,195
56140,3
56379,239
56478,99
56532,54
56834,302
56925,91
57005,8
57062,57
57335,273
57337,2
57397,6
57421,24
57430,9
57600,17
57732,132
57733,1
57876,143
58037,161
58156,119
58360,204
58431,71
58531,1
58544,13
58597,53
58746,149
58872,126
58984,112
59157,173
59159,2
59225,66
59306,81
59323,17
59428,105
59526,98
59660,134
59818,158
59827,9
59929,102
60087,158
60279,192
60422,143
60466,44
60615,149
60722,107
60812,9
60906,94
60932,26
61023,91
61024,1
61140,116
61166,26
61171,5
61328,157
61484,156
61539,55
61739,2
61833,94
62005,172
62087,82
62148,61
62216,68
62397,181
62400,3
62510,11
62622,112
62623,1
62817,194
62988,171
63132,144
63219,87
63323,104
63363,4
63436,73
63607,171
63695,88
63841,146
63883,42
63962,79
63971,9
64133,162
64284,151
64377,93
64552,175
64789,237
64916,127
65012,96
65319,307
65498,179
65597,99
65599,2
65626,27
65722,96
65836,114
66015,179
66155,14
66316,161
66453,137
66613,16
66885,272
66886,1
66962,76
67100,138
67280,18
67448,168
67675,227
67859,184
68050,191
68161,111
68353,192
68545,192
68604,59
68703,99
68887,184
69007,12
69174,167
69403,229
69617,214
69653,36
69760,107
69841,81
69929,88
70082,153
70186,104
70292,106
70355,63
70400,45
70457,57
70627,17
70633,6
70752,119
70826,74
71001,175
71098,97
71191,93
71406,215
71487,81
71648,161
71713,65
71771,58
71970,199
72283,313
72450,167
72538,88
72752,214
72916,164
72964,48
73109,145
73332,223
73438,106
73443,5
73656,213
73736,8
73897,161
74069,172
74236,167
74362,126
74499,137
74691,192
74882,191
74998,116
75153,155
75257,104
75301,44
75379,78
75452,73
75562,11
75612,5
75756,144
76055,299
76190,135
76341,151
76435,94
76565,13
76649,84
76827,178
76828,1
76985,157
77092,107
77158,66
77315,157
77512,197
77573,61
77680,107
77818,138
77832,14
77837,5
78024,187
78108,84
78109,1
78173,64
78348,175
78460,112
78586,126
78718,132
78865,147
79005,14
79096,91
79160,64
